,Description,Price,Sq_feet
4078,2 Bedroom Independent House for rent in New Maruthi Nagar,15000,1350
4079,2 Bedroom Independent House for rent in Old Alwal,12000,1000
4080,1 BHK Independent Builder Floor for rent in Kukatpally,12000,750
4081,1 BHK Independent Builder Floor for rent in Kukatpally,12000,750
4082,2 BHK Residential Apartment for rent in Madinaguda,15000,1300
4083,2 BHK Residential Apartment for rent in PJR Stadium,20000,1105
4084,2 BHK Independent Builder Floor for rent in Brindavan Nagar Colony,11000,1000
4085,2 BHK Independent Builder Floor for rent in Uppal,15000,700
4086,2 BHK Residential Apartment for rent in Kondapur,16500,1120
4087,1 BHK Residential Apartment for rent in Marthanda Nagar,12000,490
4088,3 BHK Independent Builder Floor for rent in Sun City,13000,1060
4089,2 BHK Residential Apartment for rent in Gagan Mahal,20000,1130
4090,2 Bedroom Independent House for rent in Dwarkamayi Colony,10000,1000
4091,3 BHK Residential Apartment for rent in Raghavendra Colony,25000,1650
4092,1 BHK Independent Builder Floor for rent in Uppal,6000,700
4093,3 BHK Independent Builder Floor for rent in Manikonda,18000,1400
4094,1 BHK Independent Builder Floor for rent in Badangpet,5000,1100
4095,3 BHK Residential Apartment for rent in Manovikas Nagar,23000,2087
4096,2 BHK Residential Apartment for rent in Satya Enclave,12000,1000
4097,2 BHK Independent Builder Floor for rent in Manikonda,12000,3274
4098,2 BHK Independent Builder Floor for rent in Nallagandla,16000,1125
4099,3 BHK Independent Builder Floor for rent in Jeedimetla,15000,1618
4100,1 BHK Independent Builder Floor for rent in Boduppal,5000,550
4101,2 BHK Residential Apartment for rent in Mallapur,10500,1050
4102,1 BHK Residential Apartment for rent in Serlingampally,16000,633
4103,3 BHK Residential Apartment for rent in Pragathi Nagar,15000,1610
4104,1 Bedroom Independent House for rent in Boduppal,5000,550
4105,2 BHK Independent Builder Floor for rent in Financial District,28000,800
4106,2 BHK Residential Apartment for rent in Nizampet,10000,1150
4107,2 BHK Residential Apartment for rent in Nizampet,10000,1150
4108,2 Bedroom Independent House for rent in Medipally,8000,1100
4109,2 BHK Residential Apartment for rent in Kondapur,20000,1200
4110,3 BHK Residential Apartment for rent in Dilsukh Nagar,20000,1650
4111,2 BHK Independent Builder Floor for rent in Gandhamguda,9000,850
4112,3 BHK Independent Builder Floor for rent in Khajaguda,20000,1485
4113,2 BHK Independent Builder Floor for rent in Gandhamguda,15000,1200
4114,2 BHK Residential Apartment for rent in Rajarajeshwari Nagar,20000,900
4115,3 BHK Residential Apartment for rent in Aminpur,15000,1700
4116,1 BHK Independent Builder Floor for rent in Chikoti Gardens,8500,200
4117,3 BHK Residential Apartment for rent in Near Silver Oaks School Back Side Gate,11000,1425
4118,2 BHK Independent Builder Floor for rent in Gajulramaram,9000,1080
4119,2 BHK Residential Apartment for rent in King koti,10000,1000
4120,3 BHK Residential Apartment for rent in Kokapet,33500,1685
4121,5 Bedroom Independent House for rent in Kokapet,1.6,5035
4122,3 BHK Residential Apartment for rent in Kokapet,40000,1800
4123,2 BHK Residential Apartment for rent in Langer Houz,12000,1200
4124,1 Bedroom Independent House for rent in Chintal,5000,421
4125,3 BHK Residential Apartment for rent in Financial District,60000,1890
4126,1 Bedroom Independent House for rent in Maruthi Nagar,7500,600
4127,2 Bedroom Independent House for rent in chandrayangutta,9000,900
4128,1 BHK Independent Builder Floor for rent in Katedhan,6000,900
4129,1 Bedroom Independent House for rent in NTR colony,8000,800
4130,2 BHK Residential Apartment for rent in Kapra,10000,750
4131,3 Bedroom Independent House for rent in Vattinagulapally,19000,1350
4132,3 BHK Residential Apartment for rent in Ganesh Nagar,20000,1590
4133,3 BHK Residential Apartment for rent in Ganesh Nagar,20000,1590
4134,2 Bedroom Independent House for rent in Begumpet,14000,800
4135,2 BHK Independent Builder Floor for rent in Uppal,12000,1200
4136,2 BHK Residential Apartment for rent in New Nallakunta,17000,1200
4137,2 BHK Residential Apartment for rent in Serlingampally,20000,1230
4138,2 BHK Residential Apartment for rent in Aditya Nagar Colony,9000,990
4139,2 BHK Independent Builder Floor for rent in Teachers Colony,18000,1400
4140,2 BHK Residential Apartment for rent in Bandlaguda jagir,9500,1300
4141,2 Bedroom Independent House for rent in Kollur,9000,1620
4142,2 BHK Residential Apartment for rent in Serlingampally,10000,800
4143,2 BHK Residential Apartment for rent in Journalists Colony Phase 3,27300,1165
4144,1 Bedroom Independent House for rent in Krishna Giri Enclave,8500,650
4145,1 Bedroom Independent House for rent in Tarnaka,8000,550
4146,2 Bedroom Independent House for rent in Lingampally,15000,1500
4147,3 BHK Residential Apartment for rent in Kondapur,30000,1700
4148,3 Bedroom Independent House for rent in Mallampet,25000,1800
4149,2 BHK Residential Apartment for rent in Pocharam,7000,850
4150,3 BHK Independent Builder Floor for rent in KPHB,20000,1600
4151,3 Bedroom Independent House for rent in Bandam Kommu,35000,3767
4152,1 BHK Independent Builder Floor for rent in ishaq colony,15000,2520
4153,3 BHK Residential Apartment for rent in Manikonda,32000,2092
4154,2 BHK Independent Builder Floor for rent in Boduppal,10500,900
4155,4 BHK Residential Apartment for rent in Zahara Nagar,26000,2250
4156,"2 BHK Residential Apartment for rent in srinivas nagar,near nalla pochamma temple,nizampet",10000,890
4157,2 BHK Residential Apartment for rent in Langer House,15000,1500
4158,3 BHK Residential Apartment for rent in Khajaguda,23000,1600
4159,3 BHK Residential Apartment for rent in Khajaguda,23000,1600
4160,2 BHK Residential Apartment for rent in Gachibowli,19000,1201
4161,2 BHK Independent Builder Floor for rent in Indra Reddy Allwyn Colony,17000,1350
4162,2 BHK Residential Apartment for rent in Adibatla,15000,1300
4163,2 BHK Residential Apartment for rent in Nizampet Road,13500,1050
4164,2 BHK Residential Apartment for rent in Narsingi,15000,1200
4165,2 BHK Residential Apartment for rent in Bandlaguda,30000,1030
4166,2 Bedroom Independent House for rent in Phanigiri Colony,10000,1260
4167,3 BHK Residential Apartment for rent in Rajendra Nagar,25000,1560
4168,3 BHK Residential Apartment for rent in Sivarampalli,10000,1800
4169,3 BHK Residential Apartment for rent in 3rd Phase KPHB,21000,1470
4170,3 BHK Residential Apartment for rent in Madhapur,28000,1625
4171,2 BHK Independent Builder Floor for rent in Borabanda,14000,1000
4172,3 BHK Independent Builder Floor for rent in Happy Homes Colony,22000,2200
4173,1 BHK Independent Builder Floor for rent in Hastinapuram,7000,800
4174,(1 RK) Studio Apartment for rent in Banjara hills,15000,550
4175,2 BHK Residential Apartment for rent in Kondapur,18000,1200
4176,2 BHK Residential Apartment for rent in Banjara hills,13500,950
4177,2 BHK Independent Builder Floor for rent in Talab Katta,12000,1650
4178,2 BHK Independent Builder Floor for rent in Tolichowki,12000,900
4179,2 BHK Independent Builder Floor for rent in Panjagutta,24000,1050
4180,2 BHK Residential Apartment for rent in Erragadda,17000,950
4181,2 BHK Residential Apartment for rent in Somajiguda,12000,800
4182,2 BHK Independent Builder Floor for rent in Mansoorabad,7000,600
4183,2 BHK Residential Apartment for rent in Manikonda,15000,1200
4184,3 BHK Residential Apartment for rent in Gopanpally,28000,1560
4185,3 BHK Residential Apartment for rent in Gopanpally,28000,1560
4186,3 BHK Residential Apartment for rent in Gopanpally,28000,1560
4187,3 BHK Residential Apartment for rent in Madinaguda,15000,1438
4188,2 BHK Residential Apartment for rent in Sanjeeva Reddy Nagar,12000,900
4189,1 Bedroom Independent House for rent in Allwin Colony Kukatpally,6500,1000
4190,2 BHK Residential Apartment for rent in Miyapur,13500,1040
4191,2 BHK Residential Apartment for rent in Bachupally,12000,1175
4192,3 BHK Residential Apartment for rent in Indra Reddy Alwyn Colony,23500,1950
4193,2 BHK Residential Apartment for rent in Saleem Nagar,10000,1000
4194,2 BHK Residential Apartment for rent in APSRTC Officers Colony,15000,1000
4195,3 BHK Residential Apartment for rent in Gachibowli,27000,1565
4196,2 BHK Independent Builder Floor for rent in Bhavani Colony,9000,1125
4197,2 BHK Residential Apartment for rent in 1st Phase KPHB,15000,1050
4198,2 BHK Residential Apartment for rent in Attapur,18000,1200
4199,2 BHK Independent Builder Floor for rent in Attapur,11500,1200
4200,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,37000,2000
4201,3 BHK Independent Builder Floor for rent in Machabolaram,15000,1800
4202,2 BHK Residential Apartment for rent in Manikonda,25000,1200
4203,2 Bedroom Independent House for rent in Tara Nagar,14000,1600
4204,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,38000,2430
4205,"3 BHK Residential Apartment for rent in alkapur township, manikonda",20000,1672
4206,3 BHK Residential Apartment for rent in IAS Colony,15000,1002
4207,3 BHK Independent Builder Floor for rent in Chandanagar,18000,1100
4208,3 BHK Residential Apartment for rent in Kondapur,29000,1660
4209,3 BHK Residential Apartment for rent in Pocharam,18000,1440
4210,2 BHK Residential Apartment for rent in Miyapur,18000,1355
4211,2 BHK Residential Apartment for rent in Miyapur,18000,1355
4212,2 BHK Residential Apartment for rent in Yellareddyguda,17000,900
4213,2 BHK Residential Apartment for rent in KPHB,16000,1050
4214,3 BHK Residential Apartment for rent in Nizampet,11000,1550
4215,Residential property for rent in Survey Of India Colony,14000,13500
4216,3 BHK Residential Apartment for rent in Kondapur,23000,1555
4217,3 BHK Residential Apartment for rent in Puppalaguda,16500,2380
4218,3 BHK Residential Apartment for rent in Nehru Nagar,25000,1300
4219,2 Bedroom Independent House for rent in Saheb Nagar,12000,1200
4220,2 Bedroom Independent House for rent in Sagar Ring road,10500,1200
4221,2 Bedroom Independent House for rent in Boduppal,7000,800
4222,2 Bedroom Independent House for rent in Boduppal,9000,1800
4223,1 BHK Residential Apartment for rent in East Anand Bagh,13000,1100
4224,2 BHK Residential Apartment for rent in Uppal,8000,1000
4225,3 BHK Residential Apartment for rent in Madinaguda,17000,1340
4226,2 BHK Residential Apartment for rent in Vivekananda Nagar,20000,1050
4227,3 BHK Residential Apartment for rent in Friends Colony,16000,1875
4228,3 BHK Independent Builder Floor for rent in Tolichowki,15000,1200
4229,2 BHK Independent Builder Floor for rent in Saheb Nagar,8000,950
4230,2 BHK Residential Apartment for rent in Sanath Nagar,35000,1400
4231,2 BHK Independent Builder Floor for rent in Asbestos Colony,13000,450
4232,2 BHK Residential Apartment for rent in Ameerpet,13600,1100
4233,1 BHK Residential Apartment for rent in Sanjeeva Reddy Nagar,8500,700
4234,2 BHK Residential Apartment for rent in Mehdipatnam,17500,1207
4235,1 BHK Independent Builder Floor for rent in Bachpan School,7500,600
4236,3 BHK Independent Builder Floor for rent in sagar society,45000,1900
4237,3 BHK Independent Builder Floor for rent in sagar society,45000,1900
4238,3 BHK Residential Apartment for rent in Narsingi,24000,1535
4239,1 BHK Independent Builder Floor for rent in YousufGuda,7600,678
4240,3 BHK Residential Apartment for rent in mehdipatnam,28000,2000
4241,3 BHK Residential Apartment for rent in Miyapur,20000,1850
4242,2 BHK Residential Apartment for rent in Raghavendra Colony,18000,1215
4243,2 BHK Independent Builder Floor for rent in Gachibowli,15000,1150
4244,2 BHK Residential Apartment for rent in Panchavati Layout,18000,1200
4245,3 BHK Residential Apartment for rent in Kokapet,28000,1885
4246,1 BHK Independent Builder Floor for rent in New Friends Colony,8000,700
4247,3 BHK Residential Apartment for rent in Kukatpally,38000,1697
4248,2 BHK Residential Apartment for rent in Miyapur,15000,10350
4249,2 Bedroom Independent House for rent in Ghatkesar,7500,1000
4250,1 BHK Independent Builder Floor for rent in Kanajiguda,6000,600
4251,3 BHK Residential Apartment for rent in Yellareddyguda,19000,1500
4252,"1 BHK Independent Builder Floor for rent in Alwyn Colony, Kukatpally",10500,1000
4253,2 Bedroom Independent House for rent in Narapally,10000,1300
4254,2 BHK Residential Apartment for rent in Hafeezpet Raod Miyapur,16000,1110
4255,3 BHK Residential Apartment for rent in Tellpur Osmannagar,23000,2240
4256,2 BHK Residential Apartment for rent in Manikonda,11000,1000
4257,3 BHK Residential Apartment for rent in Kukatpally,18000,1620
4258,2 BHK Residential Apartment for rent in Shyam Rao Nagar,22000,1150
4259,2 BHK Independent Builder Floor for rent in Nagole,10000,900
4260,1 BHK Independent Builder Floor for rent in Uppal,6000,850
4261,2 BHK Independent Builder Floor for rent in Nagole,11000,830
4262,2 BHK Independent Builder Floor for rent in Nagole,10000,850
4263,2 BHK Independent Builder Floor for rent in Nagole,10000,850
4264,2 BHK Independent Builder Floor for rent in Nagole,10000,850
4265,2 BHK Independent Builder Floor for rent in Nagole,10000,900
4266,2 BHK Independent Builder Floor for rent in Nagole,10000,850
4267,1 Bedroom Independent House for rent in saibaba colony kismathpur,6500,1350
4268,2 BHK Residential Apartment for rent in Nallagandla,17500,1105
4269,"2 Bedroom Independent House for rent in Sai Aishwarya Colony, Medipally",8000,2160
4270,2 BHK Residential Apartment for rent in Nallagandla,16500,1115
4271,3 BHK Residential Apartment for rent in Telecom Nagar,25000,1685
4272,3 BHK Residential Apartment for rent in 5th Phase KPHB,35000,1860
4273,2 Bedroom Independent House for rent in Kistareddypet,10000,1350
4274,2 Bedroom Independent House for rent in HMT Swarnapuri Colony,11000,1350
4275,3 BHK Residential Apartment for rent in Puppalaguda,30000,1755
4276,2 BHK Residential Apartment for rent in Suchitra,17500,1346
4277,3 BHK Residential Apartment for rent in Krushi Nagar,15000,1600
4278,2 BHK Residential Apartment for rent in Kondapur,17000,1200
4279,2 BHK Residential Apartment for rent in Dilshad Nagar Colony,15000,1100
4280,3 BHK Residential Apartment for rent in Hi-Tech City,25000,1500
4281,2 Bedroom Independent House for rent in Shamshabad,8000,1200
4282,1 Bedroom Independent House for rent in Mansoorabad,7900,850
4283,1 Bedroom Independent House for rent in Karmanghat,5500,340
4284,3 BHK Residential Apartment for rent in Masjid Banda,42000,1908
4285,3 BHK Residential Apartment for rent in Miyapur,20000,1650
4286,1 Bedroom Independent House for rent in Gachibowli,13000,600
4287,3 BHK Residential Apartment for rent in sanskriti township,12000,1100
4288,2 BHK Residential Apartment for rent in BJP office road,15000,960
4289,2 BHK Residential Apartment for rent in BJP office road,15000,960
4290,2 Bedroom Independent House for rent in Dammaiguda,6500,720
4291,2 BHK Independent Builder Floor for rent in Medical and health colony,7000,700
4292,2 BHK Residential Apartment for rent in Financial District,28000,980
4293,2 BHK Residential Apartment for rent in Pragathi Nagar,17000,1150
4294,3 BHK Residential Apartment for rent in Cooperative Bank Colony,22000,1300
4295,3 BHK Independent Builder Floor for rent in Nallakunta,25000,1300
4296,1 BHK Independent Builder Floor for rent in Chandrapuri Colony,6500,1000
4297,2 BHK Residential Apartment for rent in Near lodha towers,17200,1200
4298,3 Bedroom Independent House for rent in Ameerpet,34000,2000
4299,2 Bedroom Independent House for rent in Moinabad,4000,630
4300,2 Bedroom Independent House for rent in Aminpur,11000,1350
4301,2 BHK Residential Apartment for rent in Madinaguda,14500,1116
4302,Residential property for rent in Mushk Mahal,8000,1125
4303,2 Bedroom Independent House for rent in Aminpur,10000,1000
4304,3 BHK Residential Apartment for rent in Langer House,19000,1300
